RowNumber,Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Tenure,Geography,Gender,HasCrCard,Exited
2758,45,0,444,161653.5,2,0,4,France,Female,1,1
2759,36,0,624,84635.64,2,0,6,France,Male,0,0
2760,37,0,709,159486.76,1,0,7,France,Male,1,0
2761,68,100194.44,557,38596.34,1,1,2,Germany,Male,1,0
2762,50,145295.31,646,27814.74,2,1,6,Germany,Male,1,0
2763,28,106070.29,719,183893.31,2,1,3,Germany,Male,1,0
2764,47,120621.89,706,140803.7,1,1,6,Germany,Female,1,0
2765,38,0,660,146585.53,2,1,7,France,Male,0,0
2766,36,0,667,40062.29,2,1,9,France,Male,1,0
2767,30,0,705,181300.32,1,1,1,France,Male,1,0
2768,27,171283.91,598,84136.12,1,1,10,Germany,Female,1,0
2769,26,0,669,197594.34,2,1,4,France,Male,1,0
2770,38,128218.47,580,125953.83,1,0,1,Germany,Female,1,1
2771,32,0,676,75465.41,2,1,5,France,Female,1,0
2772,28,77776.39,714,177737.07,1,0,7,Germany,Male,1,0
2773,72,124978.19,597,7144.46,2,1,6,Germany,Female,1,0
2774,29,0,559,155639.76,2,0,1,France,Male,0,0
2775,28,0,564,162428.05,1,1,1,France,Female,1,0
2776,51,109799.55,850,12457.76,2,1,3,Spain,Male,1,1
2777,39,0,689,14917.09,2,0,7,France,Male,0,0
2778,61,125397.21,758,182184.09,1,0,8,Germany,Female,1,1
2779,71,0,604,129984.2,2,1,10,Spain,Female,1,0
2780,38,111347.37,733,194872.97,2,1,9,Germany,Male,0,0
2781,40,104291.41,778,117507.11,2,1,8,Spain,Male,1,0
2782,61,94867.18,732,157527.6,2,1,9,Germany,Female,1,1
2783,24,0,646,92612.88,2,0,8,France,Male,0,0
2784,33,135703.59,597,74850.84,2,0,6,France,Female,0,0
2785,37,106453.53,821,127413,2,1,5,Germany,Female,0,0
2786,43,132412.38,640,69584.3,1,0,7,France,Male,0,1
2787,40,124401.6,511,198814.24,1,0,9,Germany,Female,1,1
2788,46,118022.06,805,162643.15,3,0,6,France,Male,1,1
2789,39,82531.11,540,114092.52,1,0,1,Germany,Male,1,0
2790,44,184552.12,705,68860.3,1,0,0,Spain,Male,1,1
2791,39,127278.31,540,16150.34,1,1,4,Germany,Male,1,0
2792,66,0,532,115227.02,1,1,3,Spain,Female,1,0
2793,45,0,535,170621.55,2,1,2,France,Female,0,0
2794,23,184244.86,627,103099.22,1,0,5,Germany,Male,1,0
2795,52,59669.43,646,172495.81,1,0,8,France,Male,0,1
2796,25,79543.59,515,38772.82,1,1,7,France,Female,0,0
2797,39,151553.19,697,44946.29,1,1,6,France,Female,1,0
2798,27,166527.88,652,146007.7,2,1,2,Germany,Male,0,0
2799,28,150329.15,579,145558.42,1,0,6,Germany,Male,1,0
2800,43,121911.59,760,193312.33,1,0,8,France,Male,1,0
2801,51,156773.78,769,40257.79,2,0,9,France,Male,1,0
2802,29,127864.26,498,46677.9,1,1,8,Spain,Male,1,0
2803,53,113709.28,774,153887.93,1,1,4,France,Male,1,1
2804,43,79974.55,705,103108.33,1,1,7,Germany,Female,1,0
2805,44,0,648,58652.23,2,1,2,France,Female,1,0
2806,51,0,688,91624.11,1,0,5,France,Female,1,1
2807,38,0,592,65986.48,1,0,0,Spain,Male,1,1
2808,33,144427.96,705,113845.19,2,0,3,France,Male,1,0
2809,42,99263.09,654,67607.9,1,1,7,France,Male,1,0
2810,32,79368.87,624,145471.94,2,1,2,France,Female,1,0
2811,30,0,594,124071.71,2,1,10,France,Female,1,0
2812,34,0,695,67502.12,2,1,9,Spain,Female,1,0
2813,28,0,597,78707.97,3,1,2,France,Male,1,0
2814,52,125095.94,758,171189.83,1,0,7,France,Female,1,1
2815,40,162485.8,737,149381.32,2,0,2,Germany,Female,1,0
2816,37,95668.82,694,100335.55,2,0,1,Germany,Male,1,0
2817,25,0,683,152698.24,2,0,4,France,Male,1,0
2818,30,0,538,41192.95,2,1,8,Spain,Female,1,0
2819,37,0,669,132540.33,1,0,4,France,Male,1,0
2820,34,74197.38,730,96875.52,2,0,5,France,Female,1,0
2821,31,89688.94,622,152305.47,1,1,1,France,Female,1,0
2822,33,103121.33,714,49672.01,2,1,10,Spain,Female,1,0
2823,34,0,569,133997.53,1,0,3,Spain,Female,1,0
2824,59,120170.07,668,50454.8,1,1,5,Germany,Female,0,0
2825,32,149136.31,628,16402.11,2,1,9,France,Male,1,0
2826,40,141136.79,600,67803.83,1,1,1,France,Male,1,0
2827,43,152341.55,693,9241.78,1,0,4,France,Female,1,0
2828,36,120026.98,704,100601.73,2,1,7,France,Male,0,0
2829,33,132168.28,527,98734.15,1,0,9,Spain,Male,0,0
2830,43,85200.82,553,160574.09,2,1,6,Germany,Male,1,0
2831,53,84903.33,575,26015.8,2,1,1,Spain,Male,0,0
2832,32,0,626,187172.54,2,0,0,France,Female,0,0
2833,20,0,582,55763.66,1,1,4,France,Male,1,0
2834,40,0,683,75848.22,1,0,8,Spain,Male,1,0
2835,30,121535.18,850,40313.47,1,0,9,France,Male,0,0
2836,35,116662.96,653,23864.21,2,1,6,Spain,Male,1,0
2837,60,0,679,51380.9,2,1,8,France,Male,1,0
2838,49,124829.16,549,93551.36,1,1,6,Germany,Female,0,0
2839,36,155180.56,850,169415.54,2,0,2,Spain,Female,0,0
2840,32,108262.87,558,6935.31,1,1,1,Germany,Female,1,0
2841,40,0,528,25399.7,2,0,4,Spain,Male,1,0
2842,38,0,801,66256.27,2,0,5,France,Male,1,0
2843,48,0,513,114709.13,1,1,2,Spain,Male,1,1
2844,38,99812.88,666,158357.97,2,1,6,Germany,Male,1,0
2845,35,132164.26,606,164815.59,1,1,2,France,Male,0,0
2846,45,103583.05,599,132127.69,1,0,10,Germany,Male,1,1
2847,39,142406.43,544,146637.45,2,0,4,Germany,Male,1,0
2848,38,99842.5,529,90256.06,2,0,7,Spain,Male,1,1
2849,41,0,850,34827.43,2,1,5,France,Female,1,0
2850,41,0,497,22074.48,1,0,9,France,Male,0,0
2851,39,81042.42,764,109805.17,1,1,5,France,Female,0,0
2852,48,0,603,100478.6,1,0,5,France,Female,1,1
2853,40,0,609,97416.34,2,1,6,France,Male,1,0
2854,53,199689.49,487,24207.86,1,1,4,France,Male,1,1
2855,33,142645.43,748,69132.66,1,0,1,France,Male,0,0
2856,75,0,710,9376.89,2,1,5,Spain,Female,1,0
2857,45,110219.14,432,43046.7,1,0,3,Germany,Female,1,1
2858,51,0,534,20856.31,2,1,3,Spain,Male,0,0
2859,25,0,607,187048.72,2,0,3,France,Male,0,0
2860,32,0,551,53420.53,2,0,4,Spain,Male,1,0
2861,45,142072.02,674,37013.29,1,0,7,France,Male,1,0
2862,25,0,525,89566.64,2,0,6,France,Female,1,0
2863,33,149564.61,645,149913.84,1,0,8,Germany,Male,0,0
2864,43,0,755,18066.69,2,0,9,France,Female,1,0
2865,37,153366.13,708,26912.34,1,1,8,Germany,Male,1,0
2866,21,76467.16,715,173511.72,1,1,6,France,Male,1,0
2867,26,121508.28,727,146785.44,1,1,9,France,Female,1,0
2868,27,0,559,1050.33,1,1,1,Spain,Female,0,0
2869,36,73211.12,545,89587.34,2,0,8,Spain,Male,1,1
2870,22,0,524,74405.34,2,0,9,France,Male,1,0
2871,55,0,707,54409.48,2,1,1,France,Female,0,0
2872,38,92674.94,671,3647.57,2,0,0,Spain,Male,1,0
2873,52,96196.24,439,198874.52,4,0,3,Spain,Male,1,1
2874,36,114391.62,667,53412.54,1,1,1,Germany,Female,1,0
2875,32,80262.66,831,194867.78,1,0,9,Germany,Male,1,0
2876,33,173331.52,545,150452.88,1,0,7,Spain,Female,1,0
2877,35,147285.52,604,57807.05,1,1,7,Spain,Female,1,0
2878,67,119785.47,657,107534.32,2,1,5,Spain,Male,1,0
2879,36,140137.15,487,194073.33,1,0,1,Spain,Female,1,0
2880,52,107467.56,750,126233.18,1,0,6,Germany,Female,1,1
2881,37,98218.04,694,182354.46,2,0,8,Germany,Female,1,1
2882,35,133607.75,711,120586.32,1,1,2,Germany,Female,1,0
2883,37,0,551,50578.4,2,1,3,France,Male,1,0
2884,38,95139.41,559,86575.46,1,1,8,France,Female,1,0
2885,29,0,620,153392.28,2,1,3,France,Female,0,0
2886,42,0,660,115509.59,2,0,5,Spain,Male,1,0
2887,37,0,449,82176.48,2,0,6,France,Female,1,0
2888,26,97331.19,703,63717.49,1,0,1,Germany,Female,1,0
2889,37,139265.63,795,198745.94,2,1,2,Germany,Male,1,0
2890,31,0,594,5719.11,1,1,9,France,Female,0,0
2891,34,168094.01,586,20058.61,1,0,5,Spain,Male,0,0
2892,30,131563.88,613,170638.98,2,0,5,Germany,Female,1,0
2893,44,0,601,30607.11,2,0,3,France,Male,1,0
2894,50,0,657,37171.46,2,0,9,France,Male,0,0
2895,31,0,531,42589.33,1,1,3,France,Male,1,0
2896,47,107363.29,621,66799.28,1,1,7,Germany,Male,1,0
2897,33,94493.03,782,101866.39,1,1,2,France,Female,0,0
2898,29,170214.23,528,49284,2,0,9,Germany,Female,1,0
2899,52,139781.06,696,27445.4,1,0,6,France,Male,1,1
2900,35,0,586,70760.69,2,0,7,France,Female,1,0
2901,26,148610.41,626,104502.02,3,1,8,Spain,Female,0,1
2902,73,170241.7,498,165407.96,2,1,2,France,Male,1,0
2903,33,128306.83,691,113580.79,1,1,1,France,Female,1,0
2904,47,0,568,45978.39,2,1,7,France,Female,1,0
2905,35,0,715,152012.36,1,1,3,France,Female,1,0
2906,32,175454,680,77349.92,1,1,7,Germany,Male,0,0
2907,41,0,802,47322.05,2,0,6,Spain,Male,1,0
2908,22,100885.93,539,38772.65,2,1,0,France,Female,1,0
2909,69,93320.8,494,24489.44,1,1,9,France,Male,1,0
2910,38,63176.44,594,14466.08,2,1,6,Germany,Male,1,0
2911,33,139451.67,596,63142.12,1,0,2,France,Male,0,0
2912,52,49113.75,649,41858.43,1,0,8,France,Female,1,0
2913,32,123906.22,699,127443.82,3,1,1,Germany,Male,1,1
2914,40,0,787,84151.98,2,1,6,France,Female,1,0
2915,28,0,604,58595.64,2,0,7,France,Male,0,0
2916,52,131441.51,489,37240.11,1,0,1,Germany,Female,1,1
2917,56,0,651,114522.68,1,0,2,France,Male,1,1
2918,57,136325.48,698,72549.27,2,1,6,France,Male,1,1
2919,38,113150.44,578,176712.59,2,0,4,Germany,Female,1,1
2920,42,0,538,152855.96,1,0,9,Spain,Female,0,0
2921,33,0,696,73371.65,2,1,4,France,Female,1,0
2922,46,102785.16,507,70323.68,1,1,8,Germany,Female,1,0
2923,34,83264.28,685,9663.28,1,0,6,Spain,Male,0,0
2924,41,72252.64,705,142514.66,2,1,4,Germany,Male,1,0
2925,29,148051.52,499,118623.94,1,0,6,Germany,Female,1,0
2926,76,138489.66,717,68400.14,1,1,9,France,Female,1,0
2927,63,0,510,115291.86,2,1,8,France,Male,1,0
2928,32,111589.33,632,170382.99,1,1,6,France,Male,1,0
2929,39,122104.79,668,112946.67,1,0,0,Germany,Female,1,1
2930,32,96106.83,744,79812.77,1,1,4,Germany,Male,1,0
2931,42,115930.87,663,19862.78,1,0,7,Germany,Male,1,0
2932,37,124513.66,638,158610.89,2,0,7,Germany,Female,1,0
2933,54,0,688,191212.63,1,0,9,France,Female,1,1
2934,46,0,588,61931.21,1,0,8,Spain,Male,1,0
2935,33,0,631,58043.02,1,1,7,France,Male,1,1
2936,35,100988.39,687,22247.27,2,0,8,Spain,Male,1,0
2937,44,118577.24,599,31448.52,1,1,10,France,Male,1,0
2938,28,0,718,146875.86,2,0,6,Spain,Male,1,0
2939,27,0,730,116081.93,2,1,5,France,Male,1,0
2940,39,0,533,73669.94,1,1,2,France,Female,0,1
2941,28,0,711,93959.96,2,1,5,Spain,Female,1,0
2942,26,0,555,158918.03,2,1,9,Spain,Female,0,0
2943,42,113311.11,850,198193.75,1,1,9,France,Female,1,0
2944,41,0,678,13160.03,1,0,9,France,Female,0,0
2945,32,0,576,4660.91,2,0,7,France,Male,1,0
2946,20,124365.42,835,180197.74,1,0,4,Germany,Male,0,1
2947,42,147249.29,592,63023.02,2,1,1,France,Male,1,0
2948,36,103688.19,774,118971.74,1,1,7,France,Male,0,0
2949,29,138740.24,620,154700.61,2,0,1,France,Female,0,0
2950,39,111900.14,519,97577.17,1,1,4,Spain,Male,1,0
2951,37,152760.24,734,48990.5,1,1,0,Spain,Female,1,0
2952,31,143966.3,763,140262.96,2,1,7,Germany,Male,1,1
2953,51,141556.96,733,130189.53,1,0,10,France,Male,1,0
2954,43,0,650,16301.91,2,1,6,France,Female,1,0
2955,33,0,538,126962.41,2,0,5,France,Female,1,0
2956,46,0,577,158750.53,1,1,1,France,Female,1,0
2957,30,0,792,199644.2,2,0,8,France,Male,1,0
2958,41,0,686,144272.71,1,1,10,France,Female,1,1
2959,29,0,589,98320.27,2,1,2,France,Male,0,0
2960,25,162560.32,530,64129.03,1,0,9,France,Male,1,0
2961,29,123229.46,778,181221.09,1,0,7,Germany,Female,1,0
2962,31,76665.71,616,163809.08,2,1,7,Spain,Male,1,0
2963,38,140278.99,550,171457.06,3,1,9,France,Male,1,1
2964,51,0,655,15801.02,2,1,3,France,Female,0,0
2965,46,115764.32,721,102950.79,2,0,1,France,Male,0,0
2966,36,131142.53,499,174918.46,2,0,5,Germany,Male,1,0
2967,45,68375.27,511,193160.25,1,0,5,France,Male,1,1
2968,39,117833.3,579,5831,3,0,5,Germany,Female,0,1
2969,36,0,696,82298.59,2,1,7,Spain,Female,1,0
2970,34,0,681,130686.59,2,0,7,France,Male,0,0
2971,45,0,815,52885.23,1,1,7,France,Male,0,1
2972,30,111093.01,681,68985.99,1,0,2,Spain,Male,1,0
2973,42,132657.55,641,35367.19,1,0,9,Spain,Male,1,0
2974,56,128882.49,591,196241.94,1,1,9,France,Female,1,1
2975,59,69129.59,565,170705.53,1,1,9,Germany,Male,1,0
2976,37,0,487,126477.41,2,1,6,France,Male,1,0
2977,39,121404.64,729,159618.17,1,1,4,France,Male,1,0
2978,45,131355.3,505,195395.33,3,0,9,Spain,Female,1,1
2979,35,102097.33,580,168285.85,1,1,1,France,Female,0,0
2980,40,154863.15,642,138052.51,1,1,1,France,Male,1,0
2981,41,99945.93,850,71179.31,2,0,3,Spain,Female,1,0
2982,39,121704.32,616,55556.3,2,0,2,Germany,Male,1,0
2983,43,0,526,31705.19,2,0,3,Spain,Female,1,0
2984,35,138782.76,523,186118.93,1,1,8,Germany,Male,1,0
2985,35,0,663,195580.28,2,1,9,France,Male,1,0
2986,30,136291.71,840,54113.38,1,0,8,France,Male,1,0
2987,42,107856.57,570,127528.84,2,0,0,Germany,Male,1,0
2988,26,108348.66,676,60231.74,1,0,1,Germany,Female,0,1
2989,47,93871.95,689,156878.42,3,0,1,France,Male,1,1
2990,45,0,703,182784.11,1,0,1,Spain,Female,1,1
2991,19,125860.2,491,129690.5,1,0,2,Germany,Male,0,0
2992,49,172713.44,584,113860.81,1,0,8,France,Male,1,0
2993,51,0,810,184524.74,2,1,5,France,Female,0,0
2994,59,0,745,36124.98,1,1,8,Spain,Female,1,0
2995,39,130786.92,625,121316.07,1,1,3,France,Female,0,0
2996,29,112367.34,535,185630.76,1,0,2,France,Female,1,0
2997,45,91091.06,729,71133.12,2,0,7,Spain,Female,1,0
2998,26,106198.5,655,32020.42,1,1,7,France,Female,0,0
2999,47,142669.93,751,162760.96,2,0,5,France,Male,1,0
3000,33,112833.35,525,175178.56,1,1,1,France,Male,0,0
3001,40,0,532,177099.71,2,1,5,France,Female,0,0
3002,43,0,696,66406.37,2,1,4,Spain,Female,1,0
3003,32,104336.43,786,59559.81,2,0,2,Germany,Female,0,0
3004,55,104305.74,580,175750.21,1,1,6,France,Male,0,0
3005,47,140187.1,596,174311.3,2,1,5,Germany,Male,1,0
3006,39,0,683,171716.81,2,0,4,France,Male,1,0
3007,45,114959.12,747,189362.39,1,0,1,France,Female,1,1
3008,33,164704.38,602,180716.1,1,1,5,France,Male,0,1
3009,62,119096.55,779,116977.89,1,1,10,France,Male,0,0
3010,31,0,551,185105.44,2,1,1,France,Male,1,0
3011,47,0,666,35046.97,1,0,2,France,Male,1,1
3012,30,0,526,36251,1,0,8,Spain,Male,1,0
3013,41,115465.28,849,103174.5,1,0,9,France,Female,1,0
3014,27,0,471,122642.09,2,0,4,France,Female,1,0
3015,43,184926.61,628,122937.57,1,0,3,Spain,Male,1,0
3016,43,85957.88,674,8757.39,2,0,8,Germany,Male,1,0
3017,32,114084.6,797,125782.29,1,1,10,France,Male,0,0
3018,29,166930.76,590,122487.73,2,0,2,Spain,Female,1,0
3019,27,0,588,20066.38,1,0,8,France,Female,1,0
3020,29,0,577,55473.15,2,1,7,France,Male,1,0
3021,38,107193.82,571,38962.94,2,0,6,France,Female,0,0
3022,36,116275.12,680,63795.8,1,1,3,France,Male,1,0
3023,27,0,648,163060.43,2,1,7,Spain,Female,1,0
3024,39,91068.56,618,26578.69,1,0,2,France,Male,1,0
3025,41,123049.21,648,5066.76,1,1,5,Germany,Male,0,0
3026,39,0,759,140497.67,2,1,6,France,Female,1,0
3027,40,0,585,146156.98,2,0,7,France,Male,0,0
3028,42,137781.65,774,199316.19,1,0,3,France,Female,0,0
3029,48,108128.96,697,103944.37,2,1,2,Germany,Female,1,0
3030,39,105317.73,605,138021.36,2,0,10,Spain,Male,1,0
3031,20,80569.73,676,68621.98,1,0,1,France,Male,0,0
3032,22,174852.89,678,28149.06,1,1,4,France,Female,1,0
3033,45,89158.94,495,135169.76,3,0,3,Spain,Female,1,1
3034,85,0,787,116537.96,2,1,10,France,Female,1,0
3035,36,89800.14,770,105922.69,1,1,2,France,Male,1,0
3036,45,101207.75,817,88211.12,1,0,9,Germany,Male,0,1
3037,43,106086.42,659,26900.63,2,0,1,France,Male,1,0
3038,21,0,693,3494.02,2,1,1,France,Male,1,0
3039,47,0,744,113163.17,2,0,9,France,Male,1,0
3040,26,101440.36,829,19324.5,2,1,8,Spain,Female,1,0
3041,38,0,716,189678.7,2,0,4,France,Male,1,0
3042,34,106603.74,671,26387.71,2,1,7,France,Male,1,0
3043,29,130420.2,835,106276.55,2,0,10,Germany,Female,0,0
3044,38,0,636,45015.38,1,0,1,France,Female,1,0
3045,29,45022.23,649,173495.77,1,1,2,Spain,Male,1,0
3046,27,74298.43,621,52581.96,1,1,1,Germany,Male,1,0
3047,31,133003.03,658,146339.27,1,1,3,Germany,Female,0,1
3048,48,0,784,182609.97,2,1,7,Spain,Male,1,0
3049,37,136689.66,783,197890.65,1,0,1,Spain,Female,1,0
3050,32,0,615,6225.63,2,1,4,France,Male,1,0
3051,44,0,791,123977.86,2,1,5,France,Female,1,1
3052,53,102520.37,762,170195.4,1,1,1,France,Male,1,0
3053,35,0,607,114190.3,2,1,2,France,Male,1,0
3054,34,0,601,27022.57,2,0,5,France,Female,1,0
3055,67,88382.01,540,59457,1,1,1,Spain,Male,0,0
3056,44,115049.15,812,165038.41,2,0,4,France,Male,1,0
3057,58,104796.54,685,154181.41,1,1,1,France,Male,1,0
3058,33,123082.08,680,134960.98,1,0,1,France,Male,1,0
3059,58,0,680,65708.5,2,1,8,Spain,Female,1,0
3060,33,0,631,117374.22,2,0,8,France,Female,0,0
3061,43,0,569,77703.19,2,1,7,France,Female,1,0
3062,33,88311.48,584,177651.38,2,1,3,Germany,Male,1,0
3063,40,0,582,60954.45,3,1,9,France,Female,1,0
3064,32,71872.19,609,151924.9,1,1,7,France,Male,1,0
3065,35,110046.93,506,26318.73,2,0,6,Spain,Male,1,0
3066,42,104430.08,503,147557.71,1,1,8,France,Male,1,0
3067,28,0,503,125918.17,2,0,5,France,Female,1,0
3068,31,138653.51,806,190803.37,1,0,10,Germany,Male,1,0
3069,31,102575.04,653,11043.54,1,1,7,France,Female,1,0
3070,43,137780.74,666,119100.05,2,1,7,France,Male,1,1
3071,32,0,674,140579.17,2,0,2,Spain,Male,1,0
3072,32,0,798,37731.95,2,1,7,France,Male,0,0
3073,30,105209.54,740,1852.58,1,0,8,France,Female,1,0
3074,32,109570.21,531,172049.84,2,1,0,Germany,Female,1,0
3075,44,118715.86,614,133591.11,1,0,6,Germany,Female,1,1
3076,35,0,556,192751.18,2,1,10,France,Male,1,0
3077,43,153393.18,678,193828.27,2,1,2,Germany,Female,1,0
3078,33,132603.36,587,55775.72,1,0,6,Germany,Male,1,0
3079,36,0,527,102280.29,2,1,6,Spain,Female,1,0
3080,34,129398.01,757,44965.44,2,0,1,Germany,Female,0,0
3081,28,0,468,170661.02,2,0,3,Spain,Male,1,0
3082,29,151352.74,693,197145.89,1,0,2,France,Male,0,0
3083,44,136836.49,483,192359.9,1,0,5,France,Female,1,1
3084,40,91592.06,466,141210.18,1,0,4,France,Male,1,1
3085,30,0,770,100557.03,2,0,8,France,Female,1,0
3086,54,0,734,130805.54,1,0,3,France,Female,1,1
3087,22,0,716,92606.98,2,1,8,France,Female,1,0
3088,36,165536.28,439,123956.83,2,1,2,France,Male,1,0
3089,25,62482.95,538,102758.43,1,1,5,Germany,Male,1,0
3090,40,68155.59,743,94876.65,1,0,8,France,Male,1,0
3091,43,55853.33,734,94811.85,2,1,3,Spain,Female,0,1
3092,37,0,656,67840.81,2,1,2,France,Male,0,0
3093,31,79589.43,666,4050.57,1,0,2,France,Female,0,0
3094,41,100880.76,627,134665.25,1,1,5,Spain,Male,0,0
3095,25,174330.35,480,181647.13,2,0,3,Germany,Female,0,0
3096,19,143390.51,792,33282.84,1,0,7,France,Male,1,0
3097,59,91415.76,613,27965,1,0,8,Germany,Male,0,1
3098,30,134366.42,476,68343.53,1,0,3,Germany,Male,1,0
3099,24,0,539,198161.07,2,1,3,France,Female,1,0
3100,60,88786.81,696,196858.4,1,1,8,Spain,Male,1,0
3101,35,96814.46,810,120511.03,2,1,3,Germany,Male,1,0
3102,32,160680.41,763,30886.35,1,0,9,Germany,Male,1,0
3103,29,0,640,2743.69,2,0,3,France,Female,1,0
3104,47,0,655,167778.62,2,0,10,France,Female,1,0
3105,31,145537.21,526,132404.64,1,0,5,Germany,Male,1,0
3106,28,0,678,144423.17,2,1,4,France,Female,1,1
3107,45,0,554,181204.5,2,1,6,France,Female,1,0
3108,30,119370.11,597,182726.22,1,1,2,Spain,Female,1,1
3109,28,0,560,120880.72,2,1,1,Spain,Female,1,0
3110,47,134381.52,850,26812.89,1,0,10,Germany,Female,0,1
3111,74,114888.74,546,66732.63,2,1,8,Germany,Female,1,1
3112,42,149332.48,623,100834.22,2,0,1,Germany,Male,1,0
3113,40,105061.74,698,107815.31,3,0,7,France,Female,1,1
3114,32,0,620,34665.79,2,1,7,France,Male,1,0
3115,40,0,619,147093.84,1,1,10,France,Female,1,1
3116,21,0,561,36942.35,1,1,4,France,Male,1,0
3117,39,155062.8,753,16460.77,1,1,7,France,Female,1,0
3118,43,88798.34,721,45610.63,1,0,3,Spain,Male,0,0
3119,33,0,451,184954.11,2,0,6,France,Male,1,0
3120,51,143139.87,680,47795.43,1,0,5,Germany,Female,0,1
3121,23,0,590,196789.9,2,0,7,Spain,Female,1,0
3122,27,107027.52,634,173425.68,1,0,3,Germany,Male,1,0
3123,29,140720.93,676,36221.18,1,0,4,France,Male,1,0
3124,30,80964.57,642,174738.2,2,0,8,France,Male,1,0
3125,39,178585.46,760,67131.3,1,0,6,France,Male,1,1
3126,26,135889.13,736,165692.03,1,1,4,Spain,Female,1,0
3127,43,134919.85,656,194691.95,1,0,7,France,Male,1,0
3128,33,115130.34,776,129525.5,1,0,8,Germany,Male,0,1
3129,34,138190.13,832,146511.2,2,1,6,Spain,Female,0,0
3130,37,131519.49,631,51752.18,2,1,9,Germany,Male,1,0
3131,56,0,795,35418.69,1,0,5,Spain,Female,1,1
3132,39,126935.98,648,57995.74,2,1,3,Germany,Female,0,0
3133,39,133707.09,615,108152.75,1,1,4,France,Male,1,0
3134,27,97893.2,682,166144.98,1,0,1,France,Female,1,0
3135,34,127900.03,694,101737.8,1,0,5,France,Male,1,0
3136,37,143835.47,694,33326.71,1,1,10,France,Male,0,0
3137,44,0,607,81140.09,2,1,0,France,Male,1,0
3138,48,0,664,140173.17,1,0,10,France,Male,1,1
3139,60,0,756,166513.49,1,1,2,France,Male,1,1
3140,40,129596.77,645,103232.6,1,1,3,France,Female,1,0
3141,30,0,653,120736.04,2,0,4,Spain,Male,1,0
3142,24,110407.44,710,15832.43,2,0,2,Germany,Female,0,1
3143,76,0,697,188772.45,2,1,7,France,Female,0,0
3144,41,142015.76,619,114323.66,2,0,8,Germany,Female,1,0
3145,55,81370.07,648,181534.04,1,1,1,Spain,Male,0,0
3146,48,69329.47,482,102640.52,1,0,2,Germany,Female,0,1
3147,28,116755.5,548,158585.17,2,1,8,France,Female,1,1
3148,44,83870.33,752,178722.24,1,0,6,Spain,Male,1,0
3149,39,130694.89,648,153955.38,2,1,6,France,Female,1,1
3150,34,117451.47,643,65374.86,1,0,8,Spain,Female,1,0
3151,35,206868.78,573,102986.15,2,1,9,Germany,Female,0,0
3152,39,111695.62,686,136643.84,1,0,3,France,Female,0,0
3153,40,137285.26,644,77063.63,4,0,9,France,Female,1,1
3154,29,149218.39,702,9633.01,1,1,6,France,Female,1,0
3155,51,0,652,43496.36,2,1,7,France,Male,0,0
3156,32,0,641,24267.28,2,1,7,Spain,Male,1,0
3157,41,130701.29,692,59354.24,1,0,8,Germany,Female,1,1
3158,34,0,574,28269.86,2,0,5,Spain,Male,0,0
3159,31,167949.48,643,143162.34,1,0,3,France,Female,1,0
3160,23,131254.81,834,20199.3,1,0,4,France,Male,1,0
3161,28,0,591,48606.92,2,1,5,France,Male,1,0
3162,34,0,470,89013.67,2,1,9,Spain,Male,0,0
3163,34,86656.13,608,59890.29,1,1,7,Spain,Male,0,0
3164,37,114737.26,649,106655.88,1,1,8,Germany,Female,1,1
3165,38,0,665,156439.56,2,0,5,France,Female,1,0
3166,39,0,651,24176.44,1,0,6,France,Female,1,0
3167,62,119817.33,555,43507.1,1,1,4,Germany,Male,0,1
3168,48,130806.99,637,132005.85,2,1,7,France,Female,1,1
3169,49,0,675,80496.71,1,1,0,France,Female,1,1
3170,40,0,677,88947.56,2,0,5,Spain,Male,1,0
3171,35,80931.75,850,12639.67,1,0,2,Germany,Female,0,1
3172,56,0,815,94248.16,3,1,3,France,Female,1,1
3173,32,132178.67,665,11865.76,1,0,1,Germany,Male,0,0
3174,27,0,485,141449.86,2,0,3,France,Female,1,0
3175,43,0,577,149457.81,2,1,6,Spain,Male,1,0
3176,35,164769.02,586,119814.25,3,0,7,France,Female,1,1
3177,29,107233.85,722,24924.92,2,0,1,Germany,Male,1,0
3178,27,176227.07,528,139481.53,2,1,7,France,Female,0,0
3179,39,109949.39,542,41268.65,2,1,4,France,Female,1,0
3180,34,0,552,1351.41,2,1,5,France,Female,1,0
3181,60,117738.81,678,147489.76,1,0,10,France,Female,1,1
3182,37,133292.45,575,111175.09,1,0,9,Spain,Female,1,0
3183,43,160474.59,669,95963.14,1,1,1,France,Female,1,0
3184,43,0,636,43128.95,2,0,6,France,Male,1,0
3185,55,154393.43,667,137674.96,1,1,9,Germany,Male,1,1
3186,45,110827.49,652,153383.54,1,1,9,Germany,Female,1,1
3187,36,145750.45,637,96660.76,2,1,10,Germany,Female,1,0
3188,45,109044.3,516,115818.16,1,1,8,Spain,Female,0,0
3189,32,75170.54,801,37898.5,1,1,4,France,Female,1,0
3190,42,0,692,145222.93,2,0,2,France,Female,1,0
3191,28,105795.9,585,41219.09,1,1,6,France,Female,1,0
3192,32,0,590,59249.83,2,0,5,France,Male,1,0
3193,66,0,554,116747.62,2,1,8,Spain,Male,1,0
3194,49,0,659,116249.72,1,0,1,France,Female,1,1
3195,26,118097.87,690,61257.83,1,0,3,France,Female,1,0
