poutcome,job,marital,education,default,housing,loan,contact,day,month,campaign,duration,pdays,previous,age,balance,y
unknown,unemployed,single,tertiary,no,yes,no,unknown,8,may,1,60,-1,0,55,1513,no
unknown,management,married,tertiary,no,no,no,unknown,8,may,1,82,-1,0,40,121,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,1,475,-1,0,38,904,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,1,111,-1,0,40,697,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,4,284,-1,0,54,841,no
unknown,housemaid,married,secondary,no,yes,no,unknown,8,may,1,140,-1,0,49,7317,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,110,-1,0,44,-95,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,1,64,-1,0,32,751,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,149,-1,0,36,250,no
unknown,technician,single,secondary,no,yes,no,unknown,8,may,2,256,-1,0,35,365,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,1,156,-1,0,31,1315,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,3,63,-1,0,34,65,no
unknown,management,married,tertiary,no,no,no,unknown,8,may,1,362,-1,0,36,1852,no
unknown,admin.,single,secondary,no,yes,no,unknown,8,may,3,32,-1,0,44,-84,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,1,712,-1,0,44,36,no
unknown,blue-collar,married,unknown,no,yes,no,unknown,8,may,2,102,-1,0,51,125,no
unknown,blue-collar,married,secondary,no,no,no,unknown,8,may,2,338,-1,0,36,0,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,69,-1,0,37,105,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,446,-1,0,31,432,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,249,-1,0,42,555,no
unknown,entrepreneur,married,primary,no,yes,no,unknown,8,may,1,176,-1,0,55,-24,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,1,1007,-1,0,57,2261,no
unknown,services,married,secondary,no,yes,yes,unknown,8,may,1,266,-1,0,33,804,no
unknown,blue-collar,married,secondary,yes,yes,no,unknown,8,may,1,172,-1,0,44,-617,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,1,323,-1,0,30,-1,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,175,-1,0,37,237,no
unknown,admin.,married,secondary,no,yes,no,unknown,8,may,1,459,-1,0,32,514,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,211,-1,0,33,1988,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,1,237,-1,0,31,491,no
unknown,technician,married,tertiary,no,yes,no,unknown,8,may,1,50,-1,0,46,675,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,1,500,-1,0,34,177,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,8,may,1,186,-1,0,51,340,no
unknown,technician,married,primary,no,yes,no,unknown,8,may,1,96,-1,0,49,230,no
unknown,management,single,tertiary,yes,no,no,unknown,8,may,1,98,-1,0,52,0,no
unknown,technician,married,tertiary,no,yes,no,unknown,8,may,4,364,-1,0,43,2331,no
unknown,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,1,477,-1,0,35,0,no
unknown,student,single,secondary,no,yes,no,unknown,8,may,1,319,-1,0,27,217,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,178,-1,0,43,186,no
unknown,admin.,divorced,secondary,no,yes,yes,unknown,8,may,1,513,-1,0,49,168,yes
unknown,services,divorced,secondary,no,yes,no,unknown,8,may,1,170,-1,0,50,145,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,8,may,1,139,-1,0,33,140,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,70,-1,0,49,-22,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,1,110,-1,0,50,389,no
unknown,admin.,married,secondary,no,yes,yes,unknown,8,may,2,280,-1,0,42,323,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,667,-1,0,28,6,no
unknown,technician,married,secondary,no,yes,yes,unknown,8,may,2,63,-1,0,41,225,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,4,159,-1,0,34,142,no
unknown,blue-collar,married,primary,no,no,no,unknown,8,may,2,177,-1,0,58,5,no
unknown,blue-collar,married,primary,no,yes,yes,unknown,8,may,3,108,-1,0,46,174,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,194,-1,0,46,-768,no
unknown,blue-collar,married,secondary,no,no,no,unknown,8,may,2,366,-1,0,42,30,no
unknown,blue-collar,married,primary,no,yes,yes,unknown,8,may,1,213,-1,0,40,968,no
unknown,blue-collar,divorced,secondary,no,yes,yes,unknown,8,may,1,141,-1,0,42,47,no
unknown,entrepreneur,married,secondary,no,yes,yes,unknown,8,may,1,982,-1,0,33,0,no
unknown,services,married,primary,no,yes,no,unknown,8,may,2,168,-1,0,27,91,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,468,-1,0,43,-77,no
unknown,blue-collar,married,unknown,no,yes,no,unknown,8,may,1,180,-1,0,28,486,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,1,195,-1,0,34,341,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,3,352,-1,0,37,50,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,91,-1,0,41,205,no
unknown,admin.,single,secondary,no,yes,no,unknown,8,may,1,288,-1,0,39,762,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,1,72,-1,0,37,31,no
unknown,unemployed,married,primary,yes,yes,no,unknown,8,may,2,218,-1,0,41,-581,no
unknown,services,single,secondary,no,yes,no,unknown,8,may,1,289,-1,0,36,-45,no
unknown,blue-collar,married,primary,no,no,no,unknown,8,may,1,384,-1,0,51,0,no
unknown,self-employed,married,tertiary,no,yes,yes,unknown,8,may,3,130,-1,0,28,120,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,226,-1,0,31,335,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,208,-1,0,33,-232,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,8,may,2,442,-1,0,28,785,yes
unknown,services,married,secondary,no,yes,no,unknown,8,may,1,101,-1,0,31,28,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,1,756,-1,0,43,2067,yes
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,189,-1,0,48,448,no
unknown,student,single,tertiary,no,yes,no,unknown,8,may,1,108,-1,0,26,37,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,1,205,-1,0,34,301,no
unknown,blue-collar,married,primary,no,no,no,unknown,8,may,1,238,-1,0,38,668,no
unknown,admin.,divorced,secondary,no,yes,yes,unknown,8,may,1,136,-1,0,51,115,no
unknown,admin.,single,secondary,no,no,no,unknown,8,may,1,14,-1,0,49,275,no
unknown,retired,married,primary,no,no,no,unknown,8,may,1,395,-1,0,60,414,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,1,161,-1,0,32,3,no
unknown,admin.,divorced,secondary,no,no,no,unknown,8,may,3,269,-1,0,36,496,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,1,491,-1,0,28,150,no
unknown,management,single,tertiary,no,no,no,unknown,8,may,1,44,-1,0,34,163,no
unknown,admin.,single,secondary,no,yes,no,unknown,8,may,1,26,-1,0,40,1322,no
unknown,housemaid,married,primary,no,yes,no,unknown,8,may,1,22,-1,0,33,1713,no
unknown,admin.,married,primary,no,yes,no,unknown,8,may,8,161,-1,0,37,242,no
unknown,management,married,tertiary,no,no,no,unknown,8,may,2,406,-1,0,40,-29,no
unknown,retired,divorced,tertiary,no,yes,no,unknown,8,may,4,422,-1,0,59,381,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,5,147,-1,0,39,82,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,3,219,-1,0,28,21,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,2,807,-1,0,30,1801,no
unknown,blue-collar,married,primary,no,yes,yes,unknown,8,may,2,347,-1,0,40,640,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,534,-1,0,28,113,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,58,-1,0,39,1042,no
unknown,services,divorced,secondary,no,yes,no,unknown,8,may,2,155,-1,0,44,240,no
unknown,services,single,secondary,no,yes,no,unknown,8,may,2,152,-1,0,39,-244,no
unknown,blue-collar,married,primary,no,yes,yes,unknown,8,may,3,461,-1,0,30,70,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,389,-1,0,35,-339,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,3,314,-1,0,31,59,no
unknown,management,married,primary,no,yes,no,unknown,8,may,3,28,-1,0,47,1222,no
unknown,student,single,unknown,no,yes,no,unknown,8,may,2,229,-1,0,26,-41,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,2,30,-1,0,25,0,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,4,103,-1,0,42,6,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,32,-1,0,30,4,no
unknown,services,married,secondary,no,yes,yes,unknown,8,may,2,252,-1,0,28,20,no
unknown,admin.,divorced,tertiary,no,yes,no,unknown,8,may,2,369,-1,0,46,846,no
unknown,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,1,116,-1,0,43,338,no
unknown,technician,married,unknown,no,yes,yes,unknown,8,may,2,20,-1,0,38,90,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,31,-1,0,31,406,no
unknown,services,single,secondary,no,no,no,unknown,8,may,1,190,-1,0,29,2,no
unknown,services,married,secondary,no,no,no,unknown,8,may,1,149,-1,0,34,2211,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,210,-1,0,40,87,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,1,234,-1,0,30,178,no
unknown,technician,married,unknown,no,yes,yes,unknown,8,may,1,63,-1,0,44,185,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,21,-1,0,38,-210,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,2,2087,-1,0,43,388,yes
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,102,-1,0,32,1,no
unknown,management,married,secondary,yes,yes,no,unknown,8,may,1,245,-1,0,33,879,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,190,-1,0,32,214,no
unknown,technician,married,unknown,no,yes,no,unknown,8,may,2,223,-1,0,40,698,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,650,-1,0,34,1601,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,42,-1,0,30,717,no
unknown,blue-collar,divorced,primary,no,yes,no,unknown,8,may,2,206,-1,0,53,255,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,66,-1,0,39,375,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,173,-1,0,46,587,no
unknown,management,married,tertiary,no,yes,yes,unknown,8,may,2,477,-1,0,32,644,no
unknown,technician,married,unknown,no,yes,no,unknown,8,may,1,77,-1,0,60,0,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,219,-1,0,40,-275,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,376,-1,0,47,116,no
unknown,entrepreneur,married,tertiary,no,yes,yes,unknown,8,may,2,453,-1,0,25,37,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,151,-1,0,44,753,no
unknown,blue-collar,single,primary,no,yes,no,unknown,8,may,2,200,-1,0,38,162,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,8,may,5,298,-1,0,45,984,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,3,627,-1,0,34,199,no
unknown,services,divorced,secondary,no,yes,no,unknown,8,may,1,133,-1,0,36,241,no
unknown,blue-collar,single,secondary,no,yes,yes,unknown,8,may,1,287,-1,0,30,648,no
unknown,blue-collar,single,secondary,no,yes,yes,unknown,8,may,1,242,-1,0,35,907,no
unknown,unemployed,divorced,secondary,no,no,no,unknown,8,may,1,184,-1,0,39,6322,no
unknown,blue-collar,married,secondary,no,yes,yes,unknown,8,may,2,119,-1,0,46,125,no
unknown,self-employed,married,primary,no,yes,no,unknown,8,may,2,403,-1,0,36,90,no
unknown,technician,single,secondary,no,yes,yes,unknown,8,may,6,626,-1,0,22,54,no
unknown,blue-collar,single,secondary,no,no,no,unknown,8,may,1,12,-1,0,26,-132,no
unknown,admin.,divorced,secondary,no,no,no,unknown,8,may,1,266,-1,0,48,267,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,4,23,-1,0,32,289,no
unknown,self-employed,divorced,secondary,no,yes,no,unknown,8,may,2,154,-1,0,58,613,no
unknown,entrepreneur,married,unknown,no,yes,no,unknown,8,may,7,10,-1,0,57,618,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,66,-1,0,53,1786,no
unknown,management,divorced,tertiary,no,yes,yes,unknown,8,may,3,240,-1,0,29,607,no
unknown,services,married,secondary,no,yes,yes,unknown,8,may,2,224,-1,0,34,586,no
unknown,services,single,secondary,no,yes,no,unknown,8,may,2,202,-1,0,32,459,no
unknown,entrepreneur,married,primary,no,yes,no,unknown,8,may,3,144,-1,0,55,298,no
unknown,blue-collar,divorced,primary,no,no,no,unknown,8,may,2,263,-1,0,50,134,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,543,-1,0,43,34,no
unknown,services,single,secondary,no,yes,no,unknown,8,may,2,257,-1,0,44,1378,no
unknown,blue-collar,married,tertiary,no,yes,yes,unknown,8,may,2,237,-1,0,27,417,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,5,23,-1,0,35,25,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,3,209,-1,0,45,22,no
unknown,blue-collar,single,primary,no,yes,no,unknown,8,may,1,34,-1,0,35,398,no
unknown,blue-collar,single,primary,no,yes,no,unknown,8,may,1,72,-1,0,49,1164,no
unknown,management,married,secondary,no,yes,no,unknown,8,may,2,442,-1,0,34,487,no
unknown,admin.,married,secondary,no,yes,no,unknown,8,may,2,45,-1,0,46,1069,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,1120,-1,0,43,-192,yes
unknown,retired,married,primary,no,yes,no,unknown,8,may,2,186,-1,0,42,0,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,318,-1,0,55,332,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,617,-1,0,37,121,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,1,226,-1,0,31,68,no
unknown,blue-collar,divorced,primary,no,yes,no,unknown,8,may,1,275,-1,0,57,-176,no
unknown,blue-collar,married,secondary,no,yes,yes,unknown,8,may,2,81,-1,0,33,527,no
unknown,services,single,unknown,no,yes,no,unknown,8,may,7,74,-1,0,43,193,no
unknown,blue-collar,divorced,primary,no,yes,no,unknown,8,may,1,285,-1,0,60,7601,no
unknown,management,married,tertiary,no,no,no,unknown,8,may,5,261,-1,0,51,751,no
unknown,blue-collar,single,unknown,no,yes,no,unknown,8,may,1,297,-1,0,38,495,no
unknown,technician,single,secondary,no,yes,no,unknown,8,may,3,78,-1,0,37,670,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,3,183,-1,0,41,363,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,1,15,-1,0,42,376,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,2,352,-1,0,41,292,no
unknown,technician,married,unknown,no,no,no,unknown,8,may,2,345,-1,0,33,0,no
unknown,admin.,single,secondary,no,yes,no,unknown,8,may,4,230,-1,0,32,184,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,2,185,-1,0,30,80,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,1,296,-1,0,43,1824,no
unknown,blue-collar,married,secondary,no,no,no,unknown,8,may,2,181,-1,0,30,2850,no
unknown,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,2,133,-1,0,37,48,no
unknown,management,married,tertiary,no,no,no,unknown,8,may,9,335,-1,0,34,76,no
unknown,unemployed,single,tertiary,no,yes,no,unknown,8,may,1,139,-1,0,32,336,no
unknown,technician,married,secondary,no,no,yes,unknown,8,may,3,7,-1,0,42,0,no
unknown,technician,single,secondary,no,yes,no,unknown,8,may,2,163,-1,0,35,433,no
unknown,blue-collar,married,secondary,no,yes,yes,unknown,8,may,2,956,-1,0,34,103,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,166,-1,0,50,1164,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,71,-1,0,34,129,no
unknown,services,divorced,secondary,no,no,no,unknown,8,may,2,191,-1,0,38,5873,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,459,-1,0,28,0,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,292,-1,0,55,82,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,5,100,-1,0,38,362,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,3,257,-1,0,31,186,no
unknown,admin.,married,secondary,no,yes,no,unknown,8,may,6,255,-1,0,57,1216,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,2,233,-1,0,50,704,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,128,-1,0,47,205,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,246,-1,0,39,830,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,2,56,-1,0,34,-315,no
unknown,technician,married,secondary,no,yes,yes,unknown,8,may,2,210,-1,0,41,64,no
unknown,entrepreneur,married,tertiary,no,no,no,unknown,8,may,2,43,-1,0,59,-820,no
unknown,self-employed,single,tertiary,no,yes,yes,unknown,8,may,9,21,-1,0,35,538,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,2,91,-1,0,31,948,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,67,-1,0,55,1288,no
unknown,blue-collar,married,unknown,no,yes,no,unknown,8,may,4,219,-1,0,36,70,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,110,-1,0,41,393,no
unknown,technician,single,secondary,no,yes,no,unknown,8,may,2,169,-1,0,44,365,no
unknown,blue-collar,single,secondary,no,yes,yes,unknown,8,may,3,248,-1,0,40,879,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,223,-1,0,32,491,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,3,92,-1,0,38,0,no
unknown,student,single,secondary,no,no,no,unknown,8,may,2,93,-1,0,27,0,no
unknown,unemployed,married,secondary,no,yes,no,unknown,8,may,4,205,-1,0,33,229,no
unknown,services,married,secondary,no,yes,yes,unknown,8,may,1,160,-1,0,37,22,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,105,-1,0,40,570,no
unknown,blue-collar,single,secondary,no,yes,no,unknown,8,may,2,112,-1,0,33,56,no
unknown,admin.,single,secondary,no,yes,no,unknown,8,may,3,383,-1,0,40,118,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,207,-1,0,27,106,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,193,-1,0,42,1768,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,10,-1,0,41,213,no
unknown,unemployed,single,secondary,no,yes,no,unknown,8,may,2,985,-1,0,37,381,yes
unknown,unemployed,married,primary,no,yes,yes,unknown,8,may,5,249,-1,0,38,1147,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,122,-1,0,44,373,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,300,-1,0,31,50,no
unknown,blue-collar,married,secondary,no,yes,yes,unknown,8,may,3,672,-1,0,34,67,no
unknown,blue-collar,married,primary,no,yes,yes,unknown,8,may,3,390,-1,0,46,0,no
unknown,admin.,married,secondary,no,yes,yes,unknown,8,may,2,116,-1,0,33,61,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,481,-1,0,36,504,no
unknown,unemployed,single,secondary,no,yes,no,unknown,8,may,3,21,-1,0,32,177,no
unknown,technician,single,secondary,no,yes,no,unknown,8,may,2,192,-1,0,27,584,no
unknown,services,married,primary,no,yes,no,unknown,8,may,2,6,-1,0,31,-732,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,8,-1,0,41,572,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,369,-1,0,35,105,no
unknown,technician,single,tertiary,no,yes,no,unknown,8,may,2,393,-1,0,50,0,no
unknown,technician,married,secondary,no,yes,yes,unknown,8,may,3,246,-1,0,33,832,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,330,-1,0,48,2642,no
unknown,technician,married,secondary,no,yes,no,unknown,8,may,2,380,-1,0,36,195,no
unknown,housemaid,single,secondary,no,yes,no,unknown,8,may,3,91,-1,0,29,718,no
unknown,management,married,tertiary,no,yes,yes,unknown,8,may,2,84,-1,0,34,336,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,277,-1,0,39,332,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,4,399,-1,0,32,1,no
unknown,retired,divorced,primary,no,yes,yes,unknown,8,may,4,89,-1,0,59,-138,no
unknown,blue-collar,married,primary,no,no,no,unknown,8,may,2,297,-1,0,50,749,no
unknown,admin.,married,secondary,no,yes,no,unknown,8,may,2,176,-1,0,37,14,no
unknown,unemployed,single,secondary,no,no,no,unknown,8,may,4,75,-1,0,33,177,no
unknown,blue-collar,married,secondary,no,no,no,unknown,8,may,3,111,-1,0,52,557,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,170,-1,0,43,126,no
unknown,blue-collar,married,secondary,no,no,yes,unknown,8,may,8,238,-1,0,53,359,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,137,-1,0,37,496,no
unknown,services,single,secondary,no,no,no,unknown,8,may,2,141,-1,0,50,72,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,4,49,-1,0,53,175,no
unknown,blue-collar,married,primary,no,no,no,unknown,8,may,8,89,-1,0,47,430,no
unknown,technician,divorced,tertiary,no,yes,no,unknown,8,may,2,341,-1,0,48,574,no
unknown,technician,divorced,secondary,no,yes,no,unknown,8,may,3,461,-1,0,35,69,no
unknown,self-employed,married,secondary,no,yes,no,unknown,8,may,3,515,-1,0,42,106,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,2,123,-1,0,43,0,no
unknown,services,single,secondary,no,yes,no,unknown,8,may,5,179,-1,0,40,23,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,4,102,-1,0,36,42,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,4,272,-1,0,39,429,no
unknown,blue-collar,divorced,primary,no,yes,no,unknown,8,may,3,17,-1,0,32,88,no
unknown,management,divorced,tertiary,no,yes,no,unknown,8,may,2,40,-1,0,44,3932,no
unknown,technician,divorced,secondary,no,yes,no,unknown,8,may,3,209,-1,0,43,177,no
unknown,self-employed,married,secondary,no,yes,no,unknown,8,may,5,89,-1,0,53,468,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,2,1187,-1,0,41,639,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,2,123,-1,0,53,2124,no
unknown,unemployed,married,primary,no,yes,no,unknown,8,may,3,104,-1,0,31,309,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,200,-1,0,51,202,no
unknown,blue-collar,married,secondary,no,yes,yes,unknown,8,may,3,117,-1,0,32,20,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,3,37,-1,0,52,-17,no
unknown,management,married,primary,no,yes,no,unknown,8,may,3,51,-1,0,41,-417,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,4,145,-1,0,30,528,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,466,-1,0,32,394,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,303,-1,0,31,856,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,101,-1,0,38,468,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,3,283,-1,0,44,138,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,3,826,-1,0,36,406,no
unknown,admin.,married,tertiary,no,yes,no,unknown,8,may,4,185,-1,0,34,221,no
unknown,admin.,married,secondary,no,yes,yes,unknown,8,may,3,598,-1,0,40,523,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,5,120,-1,0,41,-52,no
unknown,technician,divorced,secondary,no,yes,no,unknown,8,may,7,185,-1,0,56,397,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,3,159,-1,0,39,-432,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,220,-1,0,34,298,no
unknown,blue-collar,single,secondary,no,yes,yes,unknown,8,may,4,192,-1,0,41,1080,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,2,423,-1,0,39,-85,no
unknown,admin.,married,secondary,no,no,yes,unknown,8,may,4,337,-1,0,33,4012,no
unknown,management,divorced,secondary,no,no,no,unknown,8,may,2,306,-1,0,52,123,no
unknown,management,single,tertiary,no,yes,no,unknown,8,may,3,99,-1,0,26,498,no
unknown,unemployed,married,secondary,no,yes,no,unknown,8,may,3,27,-1,0,54,23,no
unknown,technician,married,unknown,yes,yes,no,unknown,8,may,2,201,-1,0,30,-315,no
unknown,management,married,tertiary,yes,no,yes,unknown,8,may,3,166,-1,0,35,89,no
unknown,technician,divorced,secondary,no,yes,no,unknown,8,may,1,182,-1,0,47,699,no
unknown,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,1,193,-1,0,53,145,no
unknown,blue-collar,single,secondary,no,yes,yes,unknown,8,may,5,271,-1,0,29,-138,no
unknown,technician,married,tertiary,no,yes,no,unknown,8,may,3,103,-1,0,36,491,no
unknown,management,married,tertiary,no,yes,no,unknown,8,may,4,287,-1,0,35,820,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,4,235,-1,0,43,1376,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,732,-1,0,38,0,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,8,may,2,136,-1,0,39,507,no
unknown,management,married,secondary,no,no,no,unknown,8,may,3,126,-1,0,58,771,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,4,172,-1,0,33,310,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,43,-1,0,60,136,no
unknown,admin.,married,secondary,no,yes,no,unknown,8,may,2,191,-1,0,45,310,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,2,117,-1,0,39,813,no
unknown,management,married,tertiary,no,yes,yes,unknown,8,may,1,64,-1,0,35,14,no
unknown,blue-collar,married,primary,no,yes,no,unknown,8,may,5,260,-1,0,41,-97,no
unknown,services,married,primary,no,yes,no,unknown,8,may,1,149,-1,0,40,332,no
unknown,services,married,secondary,no,yes,no,unknown,8,may,3,207,-1,0,33,5034,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,8,may,4,231,-1,0,32,281,no
unknown,management,married,secondary,no,yes,no,unknown,8,may,3,128,-1,0,44,576,no
unknown,management,single,tertiary,no,yes,no,unknown,9,may,5,162,-1,0,34,1891,no
unknown,services,single,secondary,no,yes,yes,unknown,9,may,2,180,-1,0,29,473,no
unknown,blue-collar,married,primary,no,yes,no,unknown,9,may,2,144,-1,0,49,216,no
unknown,blue-collar,married,secondary,no,yes,no,unknown,9,may,3,260,-1,0,31,-13,no
unknown,admin.,divorced,secondary,no,yes,no,unknown,9,may,4,203,-1,0,47,162,no
