 sex, workclass, race, education, native-country, marital-status, occupation, relationship, education-num, fnlwgt, capital-gain, capital-loss, hours-per-week,age, income
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,233130,0,0,40,41, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,406641,0,0,30,20, <=50K
 Male, State-gov, White, 10th, United-States, Married-civ-spouse, Adm-clerical, Husband,6,119422,0,0,40,30, <=50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,255486,0,0,25,30, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Handlers-cleaners, Own-child,10,161532,0,0,35,22, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,75759,0,0,44,25, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Own-child,9,163332,0,0,22,18, <=50K
 Female, Private, White, Bachelors, ?, Never-married, Exec-managerial, Own-child,13,103802,0,1408,40,28, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Tech-support, Husband,13,34832,15024,0,40,50, >50K
 Female, Private, Black, HS-grad, United-States, Never-married, Other-service, Not-in-family,9,37933,0,0,48,28, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Priv-house-serv, Own-child,10,165107,0,0,40,21, <=50K
 Male, Private, White, Assoc-voc, United-States, Divorced, Tech-support, Own-child,11,126011,0,0,40,37, <=50K
 Female, Federal-gov, Black, Bachelors, United-States, Never-married, Prof-specialty, Own-child,13,56651,0,0,40,28, <=50K
 Male, Private, White, 5th-6th, Mexico, Married-civ-spouse, Other-service, Husband,3,522881,0,0,35,23, <=50K
 Female, Private, Black, Assoc-voc, England, Never-married, Exec-managerial, Not-in-family,11,191777,0,0,35,32, <=50K
 Male, Private, White, 12th, United-States, Never-married, Machine-op-inspct, Own-child,8,132686,0,0,50,27, <=50K
 Female, Private, Black, HS-grad, United-States, Divorced, Prof-specialty, Unmarried,9,201112,0,0,40,55, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,174283,0,0,40,44, >50K
 Male, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Own-child,13,208591,0,0,40,25, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Sales, Unmarried,9,126399,0,0,32,29, <=50K
 Female, Private, White, HS-grad, United-States, Married-spouse-absent, Exec-managerial, Not-in-family,9,142073,0,0,55,50, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,395567,0,0,40,18, <=50K
 Female, Private, White, Bachelors, United-States, Widowed, Other-service, Not-in-family,13,180455,0,0,8,74, <=50K
 Male, Private, White, 9th, United-States, Never-married, Sales, Not-in-family,5,235853,0,0,40,22, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,160731,0,0,40,27, <=50K
 Female, State-gov, White, Some-college, United-States, Never-married, Tech-support, Own-child,10,31935,0,0,80,27, <=50K
 Male, Private, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,35166,15024,0,50,41, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,161092,7298,0,40,24, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Own-child,9,223019,0,0,40,23, <=50K
 Male, Self-emp-not-inc, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,179673,7688,0,60,34, >50K
 Male, State-gov, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,248895,0,0,40,46, >50K
 Male, Private, White, Prof-school, United-States, Never-married, Prof-specialty, Not-in-family,15,200323,0,0,60,32, <=50K
 Male, Private, Other, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,230020,0,0,40,41, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Farming-fishing, Husband,11,134890,0,0,40,29, >50K
 Female, Private, Asian-Pac-Islander, 9th, China, Married-civ-spouse, Machine-op-inspct, Other-relative,5,162096,0,0,45,48, <=50K
 Male, Private, Black, HS-grad, Haiti, Never-married, Other-service, Not-in-family,9,103824,0,0,40,51, <=50K
 Female, State-gov, Black, 12th, United-States, Never-married, Adm-clerical, Not-in-family,8,61431,0,0,40,34, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,197319,0,0,45,58, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,183618,0,0,40,52, <=50K
 Male, Self-emp-not-inc, Other, Bachelors, Puerto-Rico, Married-civ-spouse, Exec-managerial, Husband,13,268598,7298,0,50,37, >50K
 Female, Private, White, Some-college, United-States, Separated, Adm-clerical, Not-in-family,10,263729,0,0,40,53, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Transport-moving, Husband,11,39493,0,0,20,54, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,185360,0,0,60,36, <=50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Adm-clerical, Own-child,11,132661,0,0,60,25, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Prof-specialty, Own-child,10,266400,0,0,48,20, <=50K
 Male, Private, White, Assoc-acdm, United-States, Never-married, Adm-clerical, Not-in-family,12,433669,0,0,40,23, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,216473,0,0,60,39, >50K
 Male, Self-emp-not-inc, White, 10th, United-States, Never-married, Machine-op-inspct, Own-child,6,217404,0,0,40,20, <=50K
 Male, Private, Black, Assoc-voc, United-States, Never-married, Other-service, Other-relative,11,227778,0,0,40,28, <=50K
 Female, State-gov, White, HS-grad, United-States, Widowed, Adm-clerical, Not-in-family,9,96262,0,0,40,73, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Protective-serv, Husband,9,247566,0,0,24,67, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,139616,0,0,45,56, >50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,73585,0,0,40,32, <=50K
 Male, Private, White, Some-college, United-States, Divorced, Machine-op-inspct, Not-in-family,10,37869,0,1590,40,42, <=50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,165814,0,0,40,33, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Not-in-family,9,108913,0,0,40,37, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,34975,0,0,45,33, <=50K
 Female, Private, White, 10th, United-States, Never-married, Adm-clerical, Unmarried,6,157078,0,0,40,31, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,232672,0,0,40,59, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Unmarried,9,294295,0,0,40,21, <=50K
 Male, Self-emp-inc, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,130454,0,0,50,58, >50K
 Male, Local-gov, White, 10th, United-States, Never-married, Other-service, Not-in-family,6,461678,0,0,40,24, <=50K
 Male, State-gov, White, Some-college, United-States, Married-civ-spouse, Protective-serv, Husband,10,252284,0,0,40,26, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Transport-moving, Husband,7,256737,0,0,40,26, <=50K
 Female, Local-gov, White, Masters, Germany, Never-married, Prof-specialty, Not-in-family,14,96480,0,0,40,33, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,234263,0,0,40,25, <=50K
 Male, Private, White, 10th, United-States, Married-civ-spouse, Machine-op-inspct, Husband,6,109952,0,0,50,21, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Machine-op-inspct, Not-in-family,9,262570,0,0,40,24, <=50K
 Female, Self-emp-not-inc, White, Assoc-acdm, United-States, Married-civ-spouse, Adm-clerical, Wife,12,65716,0,0,40,39, >50K
 Female, Private, White, Some-college, United-States, Divorced, Adm-clerical, Unmarried,10,201732,0,0,40,68, <=50K
 Female, Self-emp-not-inc, White, Some-college, United-States, Never-married, Sales, Not-in-family,10,174788,0,0,20,66, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Farming-fishing, Not-in-family,13,278924,0,0,40,38, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,101593,0,0,50,41, >50K
 Female, ?, White, 7th-8th, Poland, Widowed, ?, Other-relative,4,193863,0,0,16,71, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,342768,0,0,40,37, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Sales, Husband,14,242606,4386,0,45,54, >50K
 Male, State-gov, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,176727,0,0,40,27, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,99179,0,0,40,49, <=50K
 Male, State-gov, White, Some-college, United-States, Never-married, Prof-specialty, Own-child,10,354104,0,0,10,19, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Transport-moving, Not-in-family,10,61956,0,0,50,25, <=50K
 Male, Federal-gov, Black, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,137917,0,0,40,47, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Other-relative,10,224658,0,0,40,40, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,51100,3325,0,40,38, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Not-in-family,9,224361,0,0,40,25, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Craft-repair, Own-child,10,362912,0,0,50,25, <=50K
 Male, Private, Other, 10th, United-States, Never-married, Handlers-cleaners, Other-relative,6,218782,0,0,40,23, <=50K
 Female, Private, White, Masters, United-States, Divorced, Sales, Own-child,14,103389,0,0,40,28, <=50K
 Male, Private, White, HS-grad, United-States, Married-spouse-absent, Craft-repair, Not-in-family,9,308944,0,0,40,29, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,140092,0,0,40,32, <=50K
 Female, Private, Black, HS-grad, United-States, Never-married, Other-service, Unmarried,9,202210,0,0,40,34, <=50K
 Male, Private, Black, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,416059,0,0,40,52, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,281030,0,0,94,33, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,169758,0,0,35,19, <=50K
 Male, Private, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,193666,20051,0,55,68, >50K
 Male, Private, White, 10th, United-States, Never-married, Handlers-cleaners, Unmarried,6,139907,0,0,50,41, <=50K
 Female, Self-emp-inc, Asian-Pac-Islander, HS-grad, India, Never-married, Other-service, Unmarried,9,119422,0,0,30,18, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,149324,0,1485,40,29, >50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,259307,0,0,50,40, >50K
 Male, Self-emp-not-inc, White, Masters, United-States, Divorced, Prof-specialty, Unmarried,14,74160,0,0,60,51, >50K
 Male, Private, White, Some-college, United-States, Divorced, Adm-clerical, Not-in-family,10,134797,0,0,40,49, <=50K
 Female, State-gov, White, Some-college, United-States, Never-married, Other-service, Own-child,10,41103,0,0,20,20, <=50K
 Male, Local-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,193026,0,0,50,38, >50K
 Male, Private, White, 5th-6th, Cuba, Never-married, Other-service, Not-in-family,3,303986,0,0,40,57, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,126569,4064,0,40,35, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Sales, Husband,7,166461,0,0,26,66, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,61387,0,0,15,27, <=50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Adm-clerical, Not-in-family,11,254746,0,0,40,25, <=50K
 Male, ?, White, Masters, United-States, Married-civ-spouse, ?, Husband,14,28678,9386,0,6,77, >50K
 Female, ?, White, 10th, United-States, Never-married, ?, Unmarried,6,180976,0,0,35,19, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,282642,0,2174,40,70, >50K
 Male, Self-emp-not-inc, White, 7th-8th, United-States, Married-civ-spouse, Farming-fishing, Husband,4,136413,0,0,48,59, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,131463,0,0,40,25, <=50K
 Male, Local-gov, White, Prof-school, United-States, Never-married, Prof-specialty, Not-in-family,15,177240,10520,0,40,44, >50K
 Male, Private, White, Masters, El-Salvador, Married-civ-spouse, Exec-managerial, Husband,14,218490,0,0,55,37, >50K
 Female, ?, Asian-Pac-Islander, 10th, China, Widowed, ?, Other-relative,6,260543,0,0,1,75, <=50K
 Female, ?, White, HS-grad, United-States, Never-married, ?, Not-in-family,9,80680,0,0,40,21, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Own-child,9,20728,4101,0,40,21, <=50K
 Male, Federal-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,117628,0,0,40,47, >50K
 Female, Private, Black, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,91939,0,1721,30,20, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Protective-serv, Husband,9,175931,0,0,40,32, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Unmarried,9,309566,0,0,20,28, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,123703,0,0,40,53, <=50K
 Male, ?, Other, HS-grad, United-States, Never-married, ?, Not-in-family,9,369678,0,0,30,19, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Wife,10,29928,0,0,36,58, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Not-in-family,9,167868,0,0,30,22, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Exec-managerial, Husband,7,235894,0,0,55,23, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Not-in-family,9,189888,3325,0,60,21, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,111545,0,0,70,36, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Other-service, Wife,10,175972,0,0,15,39, <=50K
 Female, Local-gov, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,254270,0,0,40,34, <=50K
 Female, Local-gov, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,185057,0,0,40,41, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,157593,1455,0,6,72, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Wife,9,101345,0,0,40,34, >50K
 Male, Local-gov, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,176751,0,1902,40,51, >50K
 Male, Self-emp-not-inc, White, Assoc-voc, United-States, Never-married, Craft-repair, Not-in-family,11,97723,0,0,40,32, <=50K
 Female, Private, White, Some-college, United-States, Widowed, Exec-managerial, Not-in-family,10,127601,0,0,40,38, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,227597,0,0,40,37, <=50K
 Male, ?, Black, Some-college, United-States, Never-married, ?, Own-child,10,143995,0,0,20,21, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Prof-specialty, Own-child,10,250051,0,0,10,21, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Adm-clerical, Not-in-family,10,284078,0,0,40,26, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Handlers-cleaners, Husband,10,207668,0,1887,40,34, >50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,163787,0,0,15,18, <=50K
 Female, Private, White, 11th, United-States, Never-married, Exec-managerial, Unmarried,7,119170,0,0,45,27, <=50K
 Female, Private, White, Some-college, Nicaragua, Never-married, Adm-clerical, Own-child,10,188612,0,0,38,20, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Adm-clerical, Husband,11,114605,0,0,40,36, >50K
 Male, ?, White, Bachelors, United-States, Never-married, ?, Not-in-family,13,317761,0,0,40,31, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,164197,0,0,60,32, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,329266,0,0,44,54, >50K
 Female, Local-gov, White, Masters, United-States, Widowed, Prof-specialty, Not-in-family,14,207383,0,0,40,34, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,123598,0,0,48,46, >50K
 Male, Private, White, 11th, United-States, Separated, Machine-op-inspct, Other-relative,7,259931,0,0,30,33, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,134737,99999,0,50,32, >50K
 Male, Private, White, Assoc-voc, United-States, Never-married, Tech-support, Not-in-family,11,106900,0,0,40,42, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,87054,0,0,50,30, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Other-service, Husband,10,82622,0,0,40,37, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,181659,0,0,40,28, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,321205,4101,0,35,25, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Other-service, Husband,10,231348,0,0,40,44, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,276096,0,0,40,40, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,290560,0,0,45,36, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Adm-clerical, Unmarried,10,307315,0,0,40,21, <=50K
 Male, State-gov, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,99156,0,0,50,39, >50K
 Male, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,237928,0,0,39,24, <=50K
 Male, Private, Amer-Indian-Eskimo, HS-grad, United-States, Never-married, Transport-moving, Not-in-family,9,153501,0,0,40,46, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,149700,0,0,36,47, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,189680,0,1977,40,47, >50K
 Male, Private, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,374524,0,0,75,35, >50K
 Male, Self-emp-not-inc, White, 7th-8th, United-States, Married-civ-spouse, Transport-moving, Husband,4,127805,0,0,40,60, >50K
 Female, Private, White, Bachelors, Poland, Married-civ-spouse, Other-service, Wife,13,150217,0,0,24,35, <=50K
 Female, Private, White, HS-grad, China, Separated, Other-service, Unmarried,9,295649,0,0,40,33, <=50K
 Female, Private, White, Assoc-acdm, United-States, Never-married, Prof-specialty, Not-in-family,12,197182,0,0,40,21, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Tech-support, Husband,13,241998,0,0,50,37, >50K
 Male, Federal-gov, Black, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Husband,9,156410,0,0,50,48, >50K
 Female, Private, White, 7th-8th, Guatemala, Widowed, Farming-fishing, Other-relative,4,473836,0,0,45,58, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Not-in-family,9,198431,0,0,40,21, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,113936,0,0,40,22, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Other-service, Unmarried,9,318915,0,0,40,22, <=50K
 Female, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Wife,14,175406,0,0,30,28, >50K
 Female, ?, White, Assoc-voc, United-States, Married-civ-spouse, ?, Own-child,11,193172,7688,0,50,33, >50K
 Male, Federal-gov, White, HS-grad, United-States, Never-married, Prof-specialty, Not-in-family,9,320294,0,0,40,23, <=50K
 Male, State-gov, Black, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Husband,9,400285,0,0,40,58, >50K
 Male, ?, White, Bachelors, United-States, Never-married, ?, Own-child,13,283731,0,0,40,24, <=50K
 Male, Local-gov, Asian-Pac-Islander, Bachelors, Philippines, Married-civ-spouse, Craft-repair, Husband,13,227154,0,0,40,38, <=50K
 Male, Private, White, HS-grad, Mexico, Married-civ-spouse, Sales, Husband,9,298659,0,0,15,49, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,212120,0,0,45,47, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,320510,0,1902,40,50, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Prof-specialty, Unmarried,9,175800,0,0,55,21, <=50K
 Female, Private, White, HS-grad, United-States, Separated, Adm-clerical, Not-in-family,9,170169,0,0,40,55, <=50K
 Male, Private, White, 11th, United-States, Divorced, Handlers-cleaners, Not-in-family,7,344157,0,0,40,47, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Prof-specialty, Not-in-family,9,199441,0,0,40,19, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Tech-support, Other-relative,9,225456,0,0,50,47, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,61178,0,0,40,36, <=50K
 Male, Local-gov, White, Assoc-acdm, England, Married-civ-spouse, Protective-serv, Husband,12,175262,0,2002,40,28, <=50K
 Female, Private, Amer-Indian-Eskimo, HS-grad, United-States, Widowed, Sales, Unmarried,9,152568,0,0,40,42, <=50K
 Female, Private, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,182108,27828,0,35,41, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,273771,99999,0,40,46, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,208291,0,0,50,32, <=50K
 Female, Private, Black, 10th, United-States, Never-married, Other-service, Unmarried,6,224358,0,0,40,34, <=50K
 Male, Private, White, 7th-8th, United-States, Married-civ-spouse, Craft-repair, Husband,4,55176,0,0,40,33, <=50K
 Male, State-gov, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,152711,0,0,40,60, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,68684,0,0,40,53, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Tech-support, Not-in-family,13,185452,0,0,50,24, <=50K
 Male, Federal-gov, White, Some-college, United-States, Married-civ-spouse, Handlers-cleaners, Husband,10,175232,0,1977,60,39, >50K
 Male, Private, White, Some-college, United-States, Never-married, Craft-repair, Not-in-family,10,173851,0,0,40,23, <=50K
 Male, Private, White, Bachelors, ?, Married-civ-spouse, Adm-clerical, Husband,13,162327,0,1902,50,50, >50K
 Female, Local-gov, White, HS-grad, United-States, Divorced, Adm-clerical, Unmarried,9,51424,0,0,40,36, <=50K
 Female, Private, White, 12th, United-States, Separated, Prof-specialty, Own-child,8,123416,1055,0,40,19, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Own-child,9,262656,0,0,40,26, <=50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,233194,0,0,40,38, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Craft-repair, Husband,13,290660,7688,0,55,41, >50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Other-relative,10,151105,0,0,18,22, <=50K
 Female, Private, Black, Assoc-acdm, United-States, Never-married, Machine-op-inspct, Not-in-family,12,179117,10520,0,50,38, >50K
 Male, ?, White, Some-college, United-States, Married-civ-spouse, ?, Husband,10,33608,9386,0,30,72, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,317434,0,0,40,39, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,126569,7298,0,40,35, >50K
 Female, Local-gov, Black, Some-college, United-States, Divorced, Exec-managerial, Unmarried,10,745768,0,0,45,38, <=50K
 Female, Private, Black, HS-grad, United-States, Married-civ-spouse, Other-service, Wife,9,69927,0,0,16,19, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Transport-moving, Own-child,9,302603,0,0,45,26, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Craft-repair, Unmarried,13,46788,0,0,25,52, <=50K
 Male, Private, Other, 5th-6th, Nicaragua, Married-civ-spouse, Other-service, Husband,3,289886,0,1579,40,41, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Not-in-family,9,179135,0,0,40,45, <=50K
 Male, Federal-gov, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,175873,0,0,40,58, >50K
 Male, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,57426,0,0,45,34, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,312206,0,0,40,36, <=50K
 Male, Without-pay, White, HS-grad, United-States, Never-married, Farming-fishing, Own-child,9,344858,0,0,20,19, <=50K
 Female, State-gov, White, 11th, United-States, Divorced, Other-service, Unmarried,7,177035,0,0,40,26, <=50K
 Male, Private, White, 10th, United-States, Married-civ-spouse, Transport-moving, Husband,6,88055,0,0,40,60, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,111095,0,0,50,35, <=50K
 Female, Private, White, 10th, United-States, Divorced, Other-service, Not-in-family,6,192251,0,0,60,39, <=50K
 Female, Private, White, HS-grad, Japan, Separated, Handlers-cleaners, Unmarried,9,29807,0,0,40,27, <=50K
 Male, Federal-gov, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,211596,0,0,40,26, <=50K
 Male, Private, White, 12th, United-States, Never-married, Other-service, Own-child,8,268276,0,0,12,17, <=50K
 Male, Self-emp-not-inc, White, HS-grad, England, Married-civ-spouse, Sales, Husband,9,181070,0,0,40,59, >50K
 Male, Local-gov, Amer-Indian-Eskimo, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,20676,0,0,48,53, <=50K
 Male, Private, White, 11th, United-States, Divorced, Transport-moving, Not-in-family,7,115803,0,0,40,35, <=50K
 Male, Local-gov, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,124827,0,0,40,34, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Tech-support, Husband,9,95336,0,0,45,36, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,257942,0,0,40,36, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,72593,0,0,40,21, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,147340,0,0,40,29, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,185325,0,0,50,35, >50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,357943,0,0,40,59, >50K
